root(nselect:0) 	 	 Verbo(nselect:0)
{separation}(nselect:0) 	 	 {removal, remotion}(nselect:0)
{removal, remotion}(nselect:0) 	 	 {denudation, stripping, uncovering, baring, husking}(nselect:0)
{denudation, stripping, uncovering, baring, husking}(nselect:0) 	 	 {cornhusking}(nselect:0)
{denudation, stripping, uncovering, baring, husking}(nselect:0) 	 	 {deforestation, disforestation}(nselect:2)
{change of integrity}(nselect:0) 	 	 {joining, connection, connexion}(nselect:0)
{change of integrity}(nselect:0) 	 	 {breakage, break, breaking}(nselect:0)
{change of integrity}(nselect:0) 	 	 {burning, combustion}(nselect:0)
{change of integrity}(nselect:0) 	 	 {combination, combining, compounding}(nselect:0)
{change of integrity}(nselect:0) 	 	 {opening}(nselect:0)
{change of integrity}(nselect:0) 	 	 {transformation, translation}(nselect:0)
{change of integrity}(nselect:0) 	 	 {transformation}(nselect:0)
{change of integrity}(nselect:0) 	 	 {filling}(nselect:0)
{change of integrity}(nselect:0) 	 	 {hardening}(nselect:0)
{change of integrity}(nselect:0) 	 	 {damage, harm, hurt, scathe}(nselect:1)
{damage, harm, hurt, scathe}(nselect:1) 	 	 {impairment}(nselect:0)
{damage, harm, hurt, scathe}(nselect:1) 	 	 {defacement, disfigurement, disfiguration}(nselect:0)
{damage, harm, hurt, scathe}(nselect:1) 	 	 {wound, wounding}(nselect:0)
{damage, harm, hurt, scathe}(nselect:1) 	 	 {burn}(nselect:0)
{damage, harm, hurt, scathe}(nselect:1) 	 	 {defloration}(nselect:0)
{change of integrity}(nselect:0) 	 	 {explosion, burst}(nselect:12)
{explosion, burst}(nselect:12) 	 	 {detonation}(nselect:0)
{explosion, burst}(nselect:12) 	 	 {fulmination}(nselect:0)
{change}(nselect:0) 	 	 {change of magnitude}(nselect:0)
{change of magnitude}(nselect:0) 	 	 {increase, step-up}(nselect:0)
{change of magnitude}(nselect:0) 	 	 {decrease, diminution, reduction, step-down}(nselect:4)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {cut}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {moderation, mitigation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {lowering}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {cutback}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {devaluation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {devitalization, devitalisation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {extenuation, mitigation, palliation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {easing, easement, alleviation, relief}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {de-escalation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {minimization, minimisation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {depletion}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {shortening}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {shrinking}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {subtraction, deduction}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {deflation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {discount, price reduction, deduction}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {rollback}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {weakening}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {depreciation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {contraction}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {reverse split, reverse stock split, split down}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {amortization, amortisation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {declassification}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {tax shelter, shelter}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {tax credit}(nselect:0)
{change}(nselect:0) 	 	 {movement}(nselect:0)
{movement}(nselect:0) 	 	 {transportation, transport, transfer, transferral, conveyance}(nselect:0)
{transportation, transport, transfer, transferral, conveyance}(nselect:0) 	 	 {delivery, bringing}(nselect:0)
{delivery, bringing}(nselect:0) 	 	 {passage, handing over}(nselect:0)
{passage, handing over}(nselect:0) 	 	 {relay}(nselect:4)
{change}(nselect:0) 	 	 {motion, movement, move, motility}(nselect:0)
{motion, movement, move, motility}(nselect:0) 	 	 {stroke}(nselect:0)
{stroke}(nselect:0) 	 	 {blow}(nselect:0)
{blow}(nselect:0) 	 	 {backhander}(nselect:0)
{blow}(nselect:0) 	 	 {clip}(nselect:0)
{blow}(nselect:0) 	 	 {knock, belt, rap, whack, whang}(nselect:0)
{blow}(nselect:0) 	 	 {thwack}(nselect:0)
{blow}(nselect:0) 	 	 {smack, smacking, slap}(nselect:0)
{blow}(nselect:0) 	 	 {smacker}(nselect:0)
{blow}(nselect:0) 	 	 {knockdown}(nselect:0)
{blow}(nselect:0) 	 	 {knockout, KO, kayo}(nselect:0)
{blow}(nselect:0) 	 	 {swat}(nselect:0)
{blow}(nselect:0) 	 	 {whip, lash, whiplash}(nselect:0)
{blow}(nselect:0) 	 	 {punch, clout, poke, lick, biff, slug}(nselect:0)
{blow}(nselect:0) 	 	 {box}(nselect:0)
{blow}(nselect:0) 	 	 {counterblow}(nselect:0)
{blow}(nselect:0) 	 	 {swing}(nselect:0)
{blow}(nselect:0) 	 	 {stab, thrust, knife thrust}(nselect:0)
{blow}(nselect:0) 	 	 {stinger}(nselect:0)
{blow}(nselect:0) 	 	 {thump}(nselect:0)
{blow}(nselect:0) 	 	 {uppercut}(nselect:0)
{blow}(nselect:0) 	 	 {hammer, pound, hammering, pounding}(nselect:0)
{blow}(nselect:0) 	 	 {shot}(nselect:0)
{blow}(nselect:0) 	 	 {wallop}(nselect:0)
{blow}(nselect:0) 	 	 {kick, boot, kicking}(nselect:5)
{kick, boot, kicking}(nselect:5) 	 	 {goal-kick}(nselect:0)
{kick, boot, kicking}(nselect:5) 	 	 {goal-kick}(nselect:0)
{kick, boot, kicking}(nselect:5) 	 	 {punt, punting}(nselect:0)
{kick, boot, kicking}(nselect:5) 	 	 {place kick, place-kicking}(nselect:0)
{kick, boot, kicking}(nselect:5) 	 	 {dropkick}(nselect:0)
{action}(nselect:0) 	 	 {arrival}(nselect:8)
{arrival}(nselect:8) 	 	 {entrance, entering, entry, ingress, incoming}(nselect:0)
{arrival}(nselect:8) 	 	 {appearance}(nselect:0)
{arrival}(nselect:8) 	 	 {return, homecoming}(nselect:0)
{arrival}(nselect:8) 	 	 {anchorage}(nselect:0)
{arrival}(nselect:8) 	 	 {docking, moorage, dockage, tying up}(nselect:0)
{arrival}(nselect:8) 	 	 {landing}(nselect:7)
{landing}(nselect:7) 	 	 {amphibious landing}(nselect:0)
{landing}(nselect:7) 	 	 {debarkation, disembarkation, disembarkment}(nselect:0)
{arrival}(nselect:8) 	 	 {check-in}(nselect:0)
{arrival}(nselect:8) 	 	 {landing}(nselect:5)
{landing}(nselect:5) 	 	 {touchdown}(nselect:0)
{landing}(nselect:5) 	 	 {aircraft landing, airplane landing}(nselect:0)
{landing}(nselect:5) 	 	 {splashdown}(nselect:0)
{action}(nselect:0) 	 	 {accomplishment, achievement}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {attainment}(nselect:0)
{attainment}(nselect:0) 	 	 {success}(nselect:0)
{success}(nselect:0) 	 	 {hit, smash, smasher, strike, bang}(nselect:0)
{success}(nselect:0) 	 	 {bell ringer, bull's eye, mark, home run}(nselect:5)
{success}(nselect:0) 	 	 {conquest}(nselect:0)
{success}(nselect:0) 	 	 {coup}(nselect:0)
{success}(nselect:0) 	 	 {flying colors, flying colours}(nselect:0)
{success}(nselect:0) 	 	 {passing, pass, qualifying}(nselect:0)
{success}(nselect:0) 	 	 {overturn, upset}(nselect:0)
{success}(nselect:0) 	 	 {seduction, conquest}(nselect:0)
{success}(nselect:0) 	 	 {score}(nselect:0)
{score}(nselect:0) 	 	 {bull's eye}(nselect:0)
{score}(nselect:0) 	 	 {strike, ten-strike}(nselect:0)
{score}(nselect:0) 	 	 {spare}(nselect:0)
{score}(nselect:0) 	 	 {open frame, break}(nselect:0)
{score}(nselect:0) 	 	 {safety}(nselect:0)
{score}(nselect:0) 	 	 {touchdown}(nselect:0)
{score}(nselect:0) 	 	 {field goal}(nselect:0)
{score}(nselect:0) 	 	 {conversion}(nselect:0)
{score}(nselect:0) 	 	 {run, tally}(nselect:0)
{score}(nselect:0) 	 	 {basket, field goal}(nselect:0)
{score}(nselect:0) 	 	 {hat trick}(nselect:0)
{score}(nselect:0) 	 	 {break, break of serve}(nselect:0)
{score}(nselect:0) 	 	 {equalizer}(nselect:0)
{score}(nselect:0) 	 	 {goal}(nselect:15)
{goal}(nselect:15) 	 	 {own goal}(nselect:0)
{success}(nselect:0) 	 	 {solution}(nselect:0)
{success}(nselect:0) 	 	 {winning}(nselect:9)
{attainment}(nselect:0) 	 	 {credit, course credit}(nselect:0)
{attainment}(nselect:0) 	 	 {accession, rise to power}(nselect:0)
{attainment}(nselect:0) 	 	 {record}(nselect:17)
{record}(nselect:17) 	 	 {track record}(nselect:0)
{record}(nselect:17) 	 	 {world record}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {beachhead, foothold}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {cakewalk}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {feat, effort, exploit}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {masterpiece}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {masterstroke}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {credit}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {performance}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {record, track record}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {fait accompli, accomplished fact}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {going, sledding}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {arrival, reaching}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {close call, close shave, squeak, squeaker, narrow escape}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {base on balls, walk, pass}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {haymaking}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {face saver, face saving}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {recruitment, enlisting}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {smooth}(nselect:0)
{accomplishment, achievement}(nselect:0) 	 	 {liberation, release, freeing}(nselect:4)
{liberation, release, freeing}(nselect:4) 	 	 {jail delivery}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {deregulation, deregulating}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {relief}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {unsnarling, untangling, disentanglement, extrication}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {emancipation}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {clearing}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {manumission}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {parole}(nselect:0)
{liberation, release, freeing}(nselect:4) 	 	 {probation}(nselect:0)
{action}(nselect:0) 	 	 {thing}(nselect:0)
{action}(nselect:0) 	 	 {kindness, benignity}(nselect:0)
{action}(nselect:0) 	 	 {alienation}(nselect:0)
{action}(nselect:0) 	 	 {application}(nselect:0)
{action}(nselect:0) 	 	 {res gestae}(nselect:0)
{action}(nselect:0) 	 	 {course, course of action}(nselect:0)
{action}(nselect:0) 	 	 {interaction}(nselect:0)
{action}(nselect:0) 	 	 {fetch}(nselect:0)
{action}(nselect:0) 	 	 {playing}(nselect:0)
{action}(nselect:0) 	 	 {play, swordplay}(nselect:0)
{action}(nselect:0) 	 	 {performance, execution, carrying out, carrying into action}(nselect:0)
{action}(nselect:0) 	 	 {economy, saving}(nselect:0)
{action}(nselect:0) 	 	 {prohibition, inhibition, forbiddance}(nselect:0)
{action}(nselect:0) 	 	 {resistance, opposition}(nselect:0)
{action}(nselect:0) 	 	 {bruxism}(nselect:0)
{action}(nselect:0) 	 	 {transfusion}(nselect:0)
{action}(nselect:0) 	 	 {pickings, taking}(nselect:0)
{action}(nselect:0) 	 	 {transgression}(nselect:0)
{action}(nselect:0) 	 	 {aggression, hostility}(nselect:0)
{action}(nselect:0) 	 	 {destabilization, destabilisation}(nselect:0)
{action}(nselect:0) 	 	 {employment, engagement}(nselect:0)
{action}(nselect:0) 	 	 {politeness, civility}(nselect:0)
{action}(nselect:0) 	 	 {reverence}(nselect:0)
{action}(nselect:0) 	 	 {reference, consultation}(nselect:0)
{action}(nselect:0) 	 	 {emphasizing, accenting, accentuation}(nselect:0)
{action}(nselect:0) 	 	 {beatification}(nselect:0)
{action}(nselect:0) 	 	 {jumpstart, jump-start}(nselect:0)
{action}(nselect:0) 	 	 {stupefaction}(nselect:0)
{action}(nselect:0) 	 	 {vampirism}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {group action}(nselect:0)
{group action}(nselect:0) 	 	 {transaction, dealing, dealings}(nselect:0)
{transaction, dealing, dealings}(nselect:0) 	 	 {affairs}(nselect:0)
{affairs}(nselect:0) 	 	 {world affairs, international affairs}(nselect:0)
{affairs}(nselect:0) 	 	 {politics}(nselect:6)
{transaction, dealing, dealings}(nselect:0) 	 	 {commerce, commercialism, mercantilism}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {commercial enterprise, business enterprise, business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {tourism, touristry}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {fishing}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {butchery, butchering}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {storage}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {industry, manufacture}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {field, field of operation, line of business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {employee-owned enterprise, employee-owned business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {finance}(nselect:0)
{finance}(nselect:0) 	 	 {corporate finance}(nselect:0)
{finance}(nselect:0) 	 	 {high finance}(nselect:0)
{finance}(nselect:0) 	 	 {investing, investment}(nselect:0)
{finance}(nselect:0) 	 	 {flotation, floatation}(nselect:0)
{finance}(nselect:0) 	 	 {banking}(nselect:0)
{finance}(nselect:0) 	 	 {financing, funding}(nselect:3)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {discount business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {real-estate business}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {advertising, publicizing}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {publication, publishing}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {printing}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {packaging}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {agribusiness, agriculture, factory farm}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {transportation, shipping, transport}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {venture}(nselect:0)
{commercial enterprise, business enterprise, business}(nselect:0) 	 	 {construction, building}(nselect:13)
{construction, building}(nselect:13) 	 	 {jerry-building}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {selling, merchandising, marketing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bait and switch}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {private treaty}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {capitalization, capitalisation}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retail}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {wholesale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {syndication}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dumping}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dutch auction}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retailing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {telemarketing, teleselling, telecommerce}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {vending, peddling, hawking, vendition}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {resale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:9)
{sale}(nselect:9) 	 	 {divestiture}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {trading}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {trade}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {e-commerce}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {exchange, interchange}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {initial public offering, IPO, initial offering}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {carriage trade}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {importing, importation}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {exporting, exportation}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {marketing}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {distribution}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {payment, defrayal, defrayment}(nselect:4)
{payment, defrayal, defrayment}(nselect:4) 	 	 {amortization, amortisation}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {fee splitting}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {overpayment}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {prepayment}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {ransom}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {refund, repayment}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {remuneration}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {rendering}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {spending, disbursement, disbursal, outlay}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {tribute}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {underpayment}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {evasion, nonpayment}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {traffic}(nselect:5)
{traffic}(nselect:5) 	 	 {drug traffic, drug trafficking, narcotraffic}(nselect:0)
{traffic}(nselect:5) 	 	 {simony, barratry}(nselect:0)
{traffic}(nselect:5) 	 	 {slave trade, slave traffic}(nselect:0)
{group action}(nselect:0) 	 	 {due process, due process of law}(nselect:0)
{due process, due process of law}(nselect:0) 	 	 {proceeding, legal proceeding, proceedings}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {foreclosure}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {intervention}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {procedure}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {lawsuit, suit, case, cause, causa}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {adoption}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {appeal}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {bankruptcy}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {receivership}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {litigation, judicial proceeding}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {naturalization, naturalisation}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {trial}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {review}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {hearing}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {legal action, action, action at law}(nselect:8)
{legal action, action, action at law}(nselect:8) 	 	 {antitrust case}(nselect:0)
{legal action, action, action at law}(nselect:8) 	 	 {civil action}(nselect:0)
{legal action, action, action at law}(nselect:8) 	 	 {counterclaim}(nselect:0)
{legal action, action, action at law}(nselect:8) 	 	 {custody case}(nselect:0)
{legal action, action, action at law}(nselect:8) 	 	 {lis pendens}(nselect:0)
{legal action, action, action at law}(nselect:8) 	 	 {prosecution, criminal prosecution}(nselect:0)
{legal action, action, action at law}(nselect:8) 	 	 {test case, test suit}(nselect:0)
{due process, due process of law}(nselect:0) 	 	 {judgment, judgement, judicial decision}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {reversal}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {affirmation}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {confession of judgment, confession of judgement, cognovit judgment, cognovit judgement}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {default judgment, default judgement, judgment by default, judgement by default}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {non prosequitur, non pros}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {final judgment, final decision}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment in personam, judgement in personam, personal judgment, personal judgement}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment in rem, judgement in rem}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment on the merits, judgement on the merits}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {summary judgment, summary judgement, judgment on the pleadings, judgement on the pleadings}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {arbitration, arbitrament, arbitrement}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {opinion, ruling}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {finding}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment of dismissal, judgement of dismissal, dismissal}(nselect:6)
{group action}(nselect:0) 	 	 {social control}(nselect:0)
{social control}(nselect:0) 	 	 {management, direction}(nselect:0)
{management, direction}(nselect:0) 	 	 {authorization, authorisation, empowerment}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {sanction}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {certification, enfranchisement}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {commission, commissioning}(nselect:0)
{commission, commissioning}(nselect:0) 	 	 {mandate}(nselect:9)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {delegating, delegation, relegating, relegation, deputation}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {loan approval}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {rubber stamp}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {license, permission, permit}(nselect:3)
{license, permission, permit}(nselect:3) 	 	 {clearance}(nselect:0)
{license, permission, permit}(nselect:3) 	 	 {conge, congee}(nselect:0)
{license, permission, permit}(nselect:3) 	 	 {allowance}(nselect:0)
{license, permission, permit}(nselect:3) 	 	 {dispensation}(nselect:0)
{license, permission, permit}(nselect:3) 	 	 {toleration}(nselect:0)
{social control}(nselect:0) 	 	 {auto limitation}(nselect:0)
{social control}(nselect:0) 	 	 {sanction}(nselect:0)
{social control}(nselect:0) 	 	 {population control}(nselect:0)
{social control}(nselect:0) 	 	 {government, governing, governance, government activity, administration}(nselect:0)
{social control}(nselect:0) 	 	 {enforcement}(nselect:0)
{social control}(nselect:0) 	 	 {domination}(nselect:0)
{social control}(nselect:0) 	 	 {socialization, socialisation, acculturation, enculturation}(nselect:0)
{social control}(nselect:0) 	 	 {occupation, military control}(nselect:0)
{social control}(nselect:0) 	 	 {privation, deprivation}(nselect:0)
{social control}(nselect:0) 	 	 {appeasement, calming}(nselect:0)
{social control}(nselect:0) 	 	 {nationalization, nationalisation, communization, communisation}(nselect:0)
{social control}(nselect:0) 	 	 {denationalization, denationalisation, privatization, privatisation}(nselect:0)
{social control}(nselect:0) 	 	 {detribalization, detribalisation}(nselect:0)
{social control}(nselect:0) 	 	 {discrimination, favoritism, favouritism}(nselect:0)
{social control}(nselect:0) 	 	 {patronage}(nselect:0)
{social control}(nselect:0) 	 	 {mobilization, mobilisation, militarization, militarisation}(nselect:0)
{social control}(nselect:0) 	 	 {demobilization, demobilisation}(nselect:0)
{social control}(nselect:0) 	 	 {standardization, standardisation, normalization, normalisation}(nselect:0)
{social control}(nselect:0) 	 	 {punishment, penalty, penalization, penalisation}(nselect:4)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {castigation, chastisement}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {corporal punishment}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {cruel and unusual punishment}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {detention}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {discipline, correction}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {economic strangulation}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {imprisonment}(nselect:4)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {music, medicine}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {self-punishment}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {stick}(nselect:0)
{punishment, penalty, penalization, penalisation}(nselect:4) 	 	 {penance, self-mortification, self-abasement}(nselect:0)
{social control}(nselect:0) 	 	 {corrections}(nselect:0)
{social control}(nselect:0) 	 	 {duty, responsibility, obligation}(nselect:2)
{duty, responsibility, obligation}(nselect:2) 	 	 {job}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {guardianship, keeping, safekeeping}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {moral obligation}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {noblesse oblige}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {burden of proof}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {civic duty, civic responsibility}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {filial duty}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {imperative}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {incumbency}(nselect:0)
{duty, responsibility, obligation}(nselect:2) 	 	 {legal duty}(nselect:0)
